0,23123,10
1,18358,7
2,40072,10
3,49571,8
4,49517,15
5,19304,3
6,28261,6
7,40087,6
8,16554,9
9,49224,4
10,813,5
11,32565,9
12,37522,11
13,37217,12
14,18143,10
15,37031,12
16,26965,5
17,15193,13
18,45357,10
19,21849,13
20,31472,9
21,12922,4
22,32288,11
23,45485,5
24,31525,9
25,36576,10
26,5641,4
27,27104,4
28,6446,2
29,5149,8
30,19584,3
31,14354,9
32,3527,11
33,24004,14
34,28613,3
35,36443,12
36,42643,15
37,15174,3
38,2986,14
39,22188,8
40,45796,4
41,15352,12
42,33115,11
43,35320,9
44,37094,11
45,40213,17
46,2665,12
47,4306,14
48,45974,10
49,37859,9
50,42600,9
51,17919,8
52,32362,12
53,49275,10
54,13790,10
55,45293,16
56,8821,3
57,30434,9
58,35773,11
59,38521,8
60,12718,6
61,26034,9
62,19351,14
63,23089,2
64,42471,8
65,9441,5
66,18037,13
67,29755,1
68,17200,0
69,17787,3
70,25814,1
71,48605,13
72,40938,10
73,33029,9
74,6250,10
75,45881,6
76,43934,6
77,41488,7
78,23723,10
79,5508,9
80,4376,14
81,26667,1
82,19609,7
83,13794,13
84,1976,11
85,28993,8
86,35440,12
87,3275,14
88,9077,7
89,8856,9
90,4570,9
91,21051,8
92,30379,7
93,28805,12
94,30482,13
95,2276,4
96,29782,15
97,10377,15
98,19052,11
99,29518,2
100,45958,7
101,33579,15
102,12951,3
103,14084,9
104,2939,3
105,14251,6
106,23846,8
107,3349,10
108,37547,1
109,33711,6
110,7188,10
111,35910,9
112,4325,1
113,18425,1
114,21866,3
115,46587,10
116,45427,17
117,24573,5
118,20358,9
119,25420,0
120,13581,3
121,31716,0
122,2117,10
123,18079,10
124,12097,6
125,22286,16
126,7281,6
127,30767,11
128,20623,10
129,25233,15
130,18491,11
131,47494,9
132,2834,8
133,3791,11
134,23858,6
135,29954,10
136,29903,3
137,35682,14
138,16256,14
139,3213,4
140,7560,11
141,7326,9
142,17430,5
143,33877,5
144,30737,9
145,7947,14
146,43751,17
147,37894,11
148,42872,15
149,29394,3
150,47738,10
151,5437,13
152,45083,1
153,16943,10
154,21678,14
155,25648,15
156,29656,8
157,19876,5
158,44561,8
159,23016,11
160,5490,12
161,12011,2
162,29229,17
163,48182,13
164,45167,5
165,756,14
166,2942,12
167,8856,14
168,8205,14
169,5813,4
170,34917,11
171,6133,2
172,32726,11
173,44018,10
174,45412,3
175,49687,10
176,1525,16
177,24115,2
178,5104,4
179,42997,10
180,11649,6
181,48203,11
182,10033,9
183,26752,14
184,26165,4
185,5645,16
186,31882,13
187,3725,3
188,35457,10
189,48447,6
190,1263,7
191,7886,14
192,41754,5
193,15385,8
194,22652,8
195,42960,15
196,19153,14
197,46775,8
198,3944,8
199,19002,8
200,3358,4
201,35570,6
202,39980,9
203,27938,10
204,24658,14
205,24872,1
206,22197,4
207,25377,6
208,15984,6
209,25308,7
210,31309,9
211,26658,3
212,28547,16
213,22747,6
214,11632,9
215,30545,11
216,7707,0
217,5124,8
218,31060,14
219,10355,11
220,23840,9
221,40397,13
222,38,11
223,30592,8
224,10185,6
225,9315,9
226,14185,13
227,6028,13
228,8363,12
229,6465,2
230,47385,14
231,6066,9
232,47543,5
233,14668,2
234,15251,3
235,37168,10
236,25922,8
237,5453,9
238,29123,10
239,5288,5
240,22520,14
241,28929,8
242,44367,10
243,4488,7
244,7902,10
245,32203,11
246,30323,5
247,10024,11
248,34979,9
249,1215,4
250,44731,7
251,26281,5
252,47967,10
253,48687,7
254,36404,10
255,13008,7
256,40668,13
257,29137,13
258,13911,7
259,21626,10
260,2347,7
261,36248,9
262,8209,7
263,16633,12
264,30328,18
265,34091,9
266,9063,11
267,41367,16
268,48892,6
269,29299,9
270,12979,8
271,1924,7
272,38373,8
273,21155,10
274,18049,9
275,30415,12
276,27868,8
277,17254,3
278,9580,11
279,13827,6
280,38537,16
281,38847,4
282,48476,11
283,36087,5
284,29228,9
285,27720,9
286,13942,10
287,46807,8
288,49830,15
289,35386,5
290,26075,3
291,26656,3
292,38444,10
293,48386,3
294,37371,10
295,39295,8
296,28999,8
297,9514,9
298,20257,5
299,23883,13
300,41340,10
301,19748,16
302,45018,11
303,5480,2
304,1940,18
305,34306,16
306,49129,13
307,33140,8
308,13974,3
309,30265,4
310,37638,3
311,19419,6
312,19245,10
313,3165,11
314,40475,10
315,6263,10
316,13256,10
317,4896,6
318,44111,9
319,16111,12
320,47211,4
321,18421,4
322,3829,9
323,4025,15
324,21694,15
325,39764,10
326,178,2
327,38322,9
328,37290,6
329,23330,6
330,26134,8
331,34228,8
332,42249,9
333,29937,8
334,36947,10
335,1500,14
336,7517,8
337,40838,14
338,17648,4
339,18404,7
340,26396,13
341,7781,10
342,27467,7
343,19775,13
344,28127,15
345,41181,3
346,34273,9
347,6558,3
348,5299,16
349,22501,16
350,27647,16
351,1483,2
352,41845,12
353,49957,12
354,26037,9
355,42119,5
356,13799,3
357,27635,8
358,16509,2
359,13746,7
360,33389,2
361,4696,4
362,26426,18
363,13901,8
364,48381,18
365,7308,10
366,37249,6
367,13462,15
368,43147,17
369,15421,9
370,6033,10
371,38267,15
372,2840,6
373,10017,10
374,15387,18
375,9092,4
376,45763,7
377,3860,12
378,313,11
379,25182,8
380,35471,12
381,22054,10
382,21082,1
383,18799,9
384,15476,9
385,39102,3
386,34215,9
387,49348,12
388,44589,6
389,27727,14
390,38798,7
391,23161,10
392,33945,3
393,35598,17
394,46581,7
395,34205,10
396,15055,7
397,44663,8
398,13552,3
399,31108,3
400,10058,3
401,30630,12
402,6661,13
403,8657,9
404,15624,16
405,15266,4
406,33693,7
407,41099,12
408,45056,9
409,36361,14
410,20233,8
411,42895,11
412,38875,10
413,34318,7
414,3962,5
415,32756,9
416,43147,10
417,25751,6
418,49451,17
419,28989,17
420,26748,14
421,34482,15
422,36772,13
423,18988,13
424,13309,15
425,37234,5
426,26891,12
427,17761,0
428,43383,17
429,29440,7
430,38451,9
431,35372,13
432,2301,3
433,36299,11
434,21618,10
435,12277,9
436,34480,7
437,3469,12
438,22692,13
439,36157,15
440,25226,6
441,18125,15
442,34284,10
443,1877,1
444,5556,8
445,24480,8
446,32622,15
447,22188,3
448,37372,6
449,1324,11
450,7013,10
451,28836,1
452,35915,8
453,26216,7
454,24064,8
455,48005,7
456,36505,10
457,37612,9
458,34457,0
459,26675,8
460,1023,16
461,48812,9
462,14827,9
463,7745,8
464,49398,4
465,38463,7
466,314,5
467,25248,16
468,26098,12
469,13689,9
470,7454,2
471,19035,14
472,36667,2
473,38137,9
474,44881,7
475,2662,7
476,28695,3
477,42129,11
478,30473,7
479,20626,6
480,2186,10
481,44210,5
482,29100,14
483,14550,9
484,24848,2
485,42334,13
486,20259,6
487,23141,16
488,5295,10
489,49536,5
490,42852,4
491,10843,7
492,10642,5
493,11258,10
494,33642,15
495,19626,4
496,43358,14
497,37015,9
498,44522,9
499,30489,11
500,29193,7
501,31837,11
502,19390,10
503,47386,8
504,6822,6
505,28642,14
506,5759,12
507,38477,6
508,46496,2
509,41285,3
510,31289,7
511,4842,14
512,40839,14
513,30188,12
514,43402,10
515,34194,10
516,43728,5
517,23122,12
518,29512,14
519,36108,1
520,20655,11
521,38180,10
522,34722,15
523,47533,8
524,40529,4
525,6452,15
526,25438,4
527,46469,5
528,8465,16
529,40781,18
530,36160,6
531,39146,6
532,27666,11
533,33786,4
534,42448,6
535,49370,1
536,16758,6
537,42304,9
538,31342,7
539,1806,13
540,10627,4
541,37225,5
542,48273,1
543,33184,7
544,44230,14
545,45700,17
546,41310,10
547,33083,10
548,7544,8
549,14216,12
550,30261,10
551,42033,6
552,38302,7
553,15625,7
554,17013,13
555,3172,8
556,11774,3
557,18351,10
558,35996,11
559,13392,9
560,33714,11
561,39695,4
562,28056,8
563,32888,9
564,29307,9
565,31651,11
566,39996,14
567,43749,15
568,13099,5
569,31211,9
570,3720,2
571,40257,11
572,47076,9
573,23412,4
574,36986,11
575,18335,16
576,46219,6
577,10418,6
578,16625,10
579,41802,7
580,30635,17
581,35207,8
582,22188,2
583,22118,17
584,29343,7
585,31164,8
586,26479,8
587,27030,9
588,49770,2
589,23570,16
590,43653,5
591,15625,8
592,35622,9
593,9033,6
594,25611,14
595,19263,12
596,4319,1
597,36004,15
598,8724,6
599,47013,15
600,13586,11
601,38539,17
602,41124,16
603,49539,6
604,20754,6
605,28096,8
606,15468,11
607,3915,13
608,48320,9
609,11687,8
610,1898,11
611,2020,13
612,44005,7
613,9347,12
614,48588,13
615,49865,14
616,21523,4
617,2735,10
618,14815,10
619,39068,10
620,3776,5
621,38185,15
622,4085,14
623,32120,13
624,42666,8
625,16962,12
626,22812,10
627,15111,12
628,46001,10
629,11338,8
630,37419,10
631,15592,18
632,27938,14
633,19261,0
634,17283,16
635,39946,10
636,40911,14
637,1528,2
638,12794,8
639,9610,3
640,42429,9
641,42340,15
642,39504,2
643,26031,5
644,29468,7
645,20487,3
646,47921,6
647,30970,6
648,24324,6
649,6808,14
650,47239,8
651,6951,8
652,6870,6
653,44748,13
654,11487,13
655,47092,8
656,45962,1
657,41918,11
658,20901,15
659,30531,10
660,36962,10
661,27946,7
662,46036,2
663,14758,5
664,44220,3
665,48915,8
666,49222,3
667,50,3
668,46714,9
669,46082,2
670,33055,9
671,9371,3
672,28709,9
673,35622,5
674,44668,6
675,11454,6
676,30624,1
677,31922,13
678,18463,4
679,23180,13
680,23961,6
681,32929,12
682,26277,4
683,14760,9
684,17741,2
685,32425,12
686,25520,13
687,1003,10
688,11945,2
689,2418,2
690,19585,10
691,10320,5
692,45829,11
693,39709,8
694,43819,12
695,35239,12
696,34059,8
697,12198,12
698,40025,5
699,6482,11
700,21018,7
701,41092,14
702,35506,9
703,9964,9
704,49589,12
705,30123,8
706,18747,13
707,37889,12
708,46020,17
709,18535,2
710,1167,10
711,3165,3
712,140,7
713,6967,2
714,49457,10
715,31435,8
716,22076,4
717,49198,5
718,44480,9
719,26264,9
720,4749,8
721,1677,9
722,19857,5
723,37509,13
724,38718,8
725,7232,13
726,42515,16
727,28907,13
728,31102,11
729,43135,7
730,35809,15
731,33503,4
732,38755,5
733,29567,1
734,14352,11
735,39732,15
736,47844,15
737,1076,6
738,27657,2
739,10691,6
740,3807,16
741,18350,18
742,45871,11
743,25598,5
744,2374,10
745,25010,6
746,29824,13
747,38756,6
748,21699,6
749,32513,8
750,43396,13
751,23713,9
752,32020,7
753,2213,14
754,46169,9
755,2494,15
756,30675,11
757,40018,12
758,48437,14
759,6551,12
760,29574,7
761,22173,9
762,47973,8
763,29228,13
764,33163,9
765,19070,2
766,45934,14
767,537,8
768,581,8
769,42956,12
770,42744,6
771,40830,8
772,46729,12
773,25282,10
774,5515,7
775,13683,9
776,11772,2
777,7390,13
778,45272,8
779,34149,8
780,28752,4
781,17811,5
782,18563,9
783,36454,6
784,11862,17
785,13166,13
786,27192,9
787,32659,5
788,22267,10
789,3068,4
790,43407,2
791,17325,12
792,31693,17
793,46893,10
794,10607,10
795,40560,13
796,31486,16
797,14139,6
798,2875,9
799,15542,5
800,17065,17
801,42855,11
802,2697,15
803,26137,11
804,45475,4
805,33969,8
806,15785,12
807,9394,11
808,23643,3
809,40807,8
810,36618,7
811,22667,10
812,16723,13
813,37375,7
814,40169,6
815,49934,9
816,40472,14
817,22920,13
818,16504,3
819,49155,11
820,29950,13
821,30196,1
822,6630,9
